# <a href=http://cmip-pcmdi.llnl.gov/CMIP6/>CMIP6</a> global mean temperature computed at <a href=http://www.knmi.nl/selectfield_CMIP6.cgi?someone@somewhere>KNMI Climate Explorer</a> tas_mon_CAMS-CSM1-0_ssp245_ave
# operating on CAMS-CSM1-0 output prepared for CMIP6
# file :: /home/oldenbor/climexp/CMIP6/monthly/tas/tas_mon_CAMS-CSM1-0_ssp245_ave.nc
# title :: spatial statistic of CAMS-CSM1-0 output prepared for CMIP6
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: CAMS_CSM 1.0 (2016): \naerosol: none\natmos: ECHAM5_CAMS (T106; 320 x 160 longitude/latitude; 31 levels; top level 10 mb)\natmosChem: none\nland: CoLM 1.0\nlandIce: none\nocean: MOM4 (tripolar; 360 x 200 longitude/latitude, primarily 1deg latitude/longitude, down to 1/3deg within 30deg of the equatorial tropics; 50 levels; top grid cell 0-10 m)\nocnBgchem: none\nseaIce:
# institution :: KNMI Climate Explorer and Chinese Academy of Meteorological Sciences, Beijing 100081, China
# activity_id :: CMIP
# branch_method :: Standard
# comment :: The model integration starts from the piControl experiment equilibrium state (1st Jan. of the year 3025)
# contact :: Dr. Xinyao Rong (rongxy@cma.gov.cn)
# creation_date :: 2019-07-01T12:11:32Z
# data_specs_version :: 01.00.30
# description :: DECK: historical
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.CAMS.CAMS-CSM1-0.historical.none.r1i1p1f1
# grid :: T106
# grid_label :: gn
# initialization_index ::                1
# institution_id :: CAMS
# mip_era :: CMIP6
# nominal_resolution :: 100 km
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: CAMS-CSM1-0
# parent_time_units :: days since 1850-01-01
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# product :: model-output
# realization_index ::                1
# realm :: atmos
# references :: Model described by Rong et al (J. Meteoro. Res., 2019, 576-591).
# run_variant :: forcing: greenhouse gases,aerosol,solar constant,volcano,ozone
# source_id :: CAMS-CSM1-0
# source_type :: AOGCM
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(30 April 2019) MD5:cc2ae51c23960ce127b4d68ab3d8ac87
# tracking_id :: hdl:21.14100/9c0e170e-a3ad-48e7-a8a6-1a109ffe2df8
# variable_id :: tas
# variant_label :: r1i1p1f1
# license :: CMIP6 model data produced by Lawrence Livermore PCMDI is licensed under a Creative Commons Attribution ShareAlike 4.0 International License (https://creativecommons.org/licenses). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file) and at https:///pcmdi.llnl.gov/. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# cmor_version :: 3.4.0
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/CAMS-CSM1-0/r1i1p1f1/gn/tas_Amon_CAMS-CSM1-0_historical_r1i1p1f1_gn_185001-201412.nc
# original_file_hash_codes :: 3ac9aac06371f720e434fff9f359e1a0a33860ad7bc3ee7614332924d179ee46
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# history :: user oldenbor 2021-12-16 12:27:42 get_index CMIP6/monthly/tas/tas_mon_CAMS-CSM1-0_ssp245_ave.nc 0 360 -90 90\nThu Jun 24 00:31:46 2021: cdo -r -f nc4 -z zip ensmean tas_mon_CAMS-CSM1-0_ssp245_000.nc tas_mon_CAMS-CSM1-0_ssp245_001.nc tas_mon_CAMS-CSM1-0_ssp245_ave.nc\n2019-07-01T12:11:32Z ;rewrote data to be consistent with CMIP for variable tas found in table Amon.;\nOutput from CAMS-CSM1-0
# ave_region :: lon=   -0.562  359.438, lat=  -89.698   89.698
# averaging anomalies over region lon=   -0.562  359.438, lat=  -89.698   89.698
# tas [K] Near-Surface Air Temperature
 1850   285.5573       285.9178       286.6021       287.5701       288.3803       288.8944       288.8449       288.4476       287.8307       286.9407       286.0701       285.5298    
 1851   285.5224       285.8700       286.5317       287.6172       288.4062       288.8672       288.7979       288.4709       287.7479       286.9814       286.0126       285.4647    
 1852   285.5123       285.9397       286.6265       287.7167       288.4790       289.0076       288.9349       288.6126       287.7766       286.9942       286.2572       285.5049    
 1853   285.6772       286.0222       286.7818       287.8108       288.7520       289.1032       288.8932       288.4509       287.7068       286.9014       286.0916       285.3871    
 1854   285.3791       285.8094       286.4906       287.4509       288.4076       288.7666       288.7103       288.4448       287.6964       286.9041       286.0752       285.3682    
 1855   285.4610       285.7878       286.6881       287.5633       288.5262       288.9351       288.9091       288.5317       287.8230       287.1076       286.1837       285.6173    
 1856   285.5984       285.9471       286.7470       287.6682       288.4990       288.8457       288.8426       288.4821       287.6960       286.8050       285.8670       285.2157    
 1857   285.2441       285.6521       286.4786       287.4574       288.2579       288.5994       288.5427       288.2373       287.6416       286.8502       286.0755       285.1781    
 1858   285.2615       285.7729       286.5719       287.5457       288.4094       288.7640       288.6954       288.3325       287.6944       286.7575       286.0162       285.4998    
 1859   285.3135       285.7568       286.4894       287.4753       288.3646       288.6873       288.7231       288.3839       287.7200       286.7520       285.8771       285.2760    
 1860   285.3679       285.7468       286.5270       287.5710       288.4204       288.7053       288.6168       288.2676       287.6208       286.7701       285.9735       285.3961    
 1861   285.1869       285.6604       286.6783       287.6675       288.3188       288.7353       288.6932       288.3249       287.6119       286.8289       285.9226       285.2160    
 1862   285.2498       285.7416       286.4141       287.4375       288.2938       288.7627       288.5898       288.2686       287.6121       286.7263       285.8840       285.1797    
 1863   285.0148       285.4541       286.3769       287.3428       288.2687       288.6081       288.5989       288.2118       287.5240       286.7234       285.8061       285.1889    
 1864   285.2220       285.5835       286.3228       287.3303       288.1762       288.5750       288.4795       288.1000       287.4630       286.5372       285.6603       284.9065    
 1865   284.9339       285.5295       286.2689       287.3639       288.2044       288.5483       288.5636       288.1796       287.5011       286.6099       285.8948       285.2604    
 1866   285.3594       285.5147       286.4161       287.4276       288.2898       288.7003       288.6609       288.2760       287.4665       286.6962       285.8993       285.2442    
 1867   285.1815       285.4607       286.3005       287.3945       288.2377       288.6047       288.6073       288.2149       287.5715       286.6930       285.8052       285.0733    
 1868   285.1362       285.6754       286.3861       287.3647       288.3490       288.7974       288.7524       288.2287       287.6294       286.7002       285.9625       285.1233    
 1869   285.2674       285.6855       286.4929       287.3615       288.1431       288.4375       288.4551       288.0273       287.3657       286.3957       285.6934       285.0086    
 1870   284.9216       285.2921       286.0342       287.1612       287.9785       288.4395       288.3837       288.1273       287.4295       286.4905       285.8233       285.2133    
 1871   285.2518       285.6722       286.3758       287.4083       288.2089       288.6023       288.6396       288.2776       287.6134       286.5682       285.8677       285.0691    
 1872   285.0807       285.7019       286.4778       287.4765       288.4423       288.7480       288.7032       288.3981       287.6670       286.8847       286.0174       285.4956    
 1873   285.4909       286.0025       286.5840       287.6089       288.4059       288.7836       288.7748       288.2928       287.5742       286.7639       285.8426       285.1602    
 1874   285.0819       285.5291       286.3715       287.3665       288.2456       288.6279       288.5500       288.1145       287.3882       286.7090       285.7622       285.3301    
 1875   285.0135       285.4344       286.2265       287.2746       288.2402       288.6603       288.5375       288.1414       287.4680       286.6808       285.7708       285.1672    
 1876   285.1665       285.6082       286.4630       287.4471       288.3347       288.6970       288.5648       288.1841       287.5995       286.6053       285.7871       285.0969    
 1877   285.2680       285.7654       286.4926       287.4560       288.2856       288.7243       288.7232       288.2617       287.5318       286.7286       285.8367       285.3301    
 1878   285.3822       285.9157       286.7072       287.5617       288.3352       288.7330       288.7597       288.4022       287.6703       286.7216       285.8894       285.2832    
 1879   285.2841       285.6005       286.4427       287.3122       288.2679       288.6105       288.6096       288.2174       287.5760       286.6764       285.7339       285.1923    
 1880   285.2622       285.6760       286.4777       287.4839       288.3630       288.7982       288.7587       288.3579       287.6717       286.7370       285.8715       285.3164    
 1881   285.2158       285.6536       286.5516       287.6292       288.3376       288.7878       288.7499       288.3501       287.6941       286.7406       285.8757       285.2670    
 1882   285.1705       285.5417       286.2763       287.2974       288.3274       288.6817       288.6442       288.3549       287.6274       286.9095       286.1035       285.4047    
 1883   285.3017       285.9845       286.6449       287.6556       288.3963       288.7972       288.6954       288.2317       287.4897       286.5398       285.6878       285.0518    
 1884   284.8337       285.2461       285.8392       286.8870       287.6323       287.9555       287.8780       287.4904       286.7860       286.0037       285.1669       284.5775    
