# <a href=http://cmip-pcmdi.llnl.gov/CMIP6/>CMIP6</a> global mean temperature computed at <a href=http://www.knmi.nl/selectfield_CMIP6.cgi?someone@somewhere>KNMI Climate Explorer</a> tas_mon_ens_ssp370_192_175
# operating on UKESM1-0-LL output prepared for CMIP6
# file :: /home/oldenbor/climexp/CMIP6/monthly/tas/tas_mon_ens_ssp370_192_175.nc
# title :: spatial statistic of UKESM1-0-LL output prepared for CMIP6
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: UKESM1.0-LL (2018): \naerosol: UKCA-GLOMAP-mode\natmos: MetUM-HadGEM3-GA7.1 (N96; 192 x 144 longitude/latitude; 85 levels; top level 85 km)\natmosChem: UKCA-StratTrop\nland: JULES-ES-1.0\nlandIce: none\nocean: NEMO-HadGEM3-GO6.0 (eORCA1 tripolar primarily 1 deg with meridional refinement down to 1/3 degree in the tropics; 360 x 330 longitude/latitude; 75 levels; top grid cell 0-1 m)\nocnBgchem: MEDUSA2\nseaIce: CICE-HadGEM3-GSI8 (eORCA1 tripolar primarily 1 deg; 360 x 330 longitude/l
# institution :: KNMI Climate Explorer and Met Office Hadley Centre, Fitzroy Road, Exeter, Devon, EX1 3PB, UK
# activity_id :: CMIP
# branch_method :: standard
# creation_date :: 2019-11-05T19:12:07Z
# cv_version :: 6.2.37.5
# data_specs_version :: 01.00.29
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# forcing_index ::                2
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.MOHC.UKESM1-0-LL.historical.none.r17i1p1f2
# grid :: Native N96 grid; 192 x 144 longitude/latitude
# grid_label :: gn
# initialization_index ::                1
# institution_id :: MOHC
# mip_era :: CMIP6
# mo_runid :: u-bf656
# nominal_resolution :: 250 km
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: UKESM1-0-LL
# parent_time_units :: days since 1850-01-01
# parent_variant_label :: r1i1p1f2
# physics_index ::                1
# product :: model-output
# realization_index ::               17
# realm :: atmos
# source_id :: UKESM1-0-LL
# source_type :: AOGCM AER BGC CHEM
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(13 December 2018) MD5:f0588f7f55b5732b17302f8d9d0d7b8c
# variable_id :: tas
# variable_name :: tas
# variant_label :: r17i1p1f2
# license :: CMIP6 model data produced by the Met Office Hadley Centre is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License (https://creativecommons.org/licenses). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file) and at https://ukesm.ac.uk/cmip6. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# cmor_version :: 3.4.0
# tracking_id :: hdl:21.14100/e8f1ef23-772a-4a23-ae92-4f7bac833c9e
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/UKESM1-0-LL/r17i1p1f2/gn/tas_Amon_UKESM1-0-LL_historical_r17i1p1f2_gn_185001-194912.nc, /net/atmos/data/cmip6/historical/Amon/tas/UKESM1-0-LL/r17i1p1f2/gn/tas_Amon_UKESM1-0-LL_historical_r17i1p1f2_gn_195001-201412.nc
# original_file_hash_codes :: 70e1ec38e1eacd944d3cac56906595f7e4a67faa13f7e384e2ad58331eb9d89c, f712ad54298aae2fac11f5b620dd3826a4db250b74324b89011d3750c9cc82c5
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# nco :: 4.7.2
# history :: user oldenbor 2021-12-16 21:55:31 get_index CMIP6/monthly/tas/tas_mon_ens_ssp370_192_175.nc 0 360 -90 90\nThu Jun 24 11:45:24 2021: ncks -v tas tas_mon_UKESM1-0-LL-f2_ssp370_192_016.nc tmptas_mon_UKESM1-0-LL-f2_ssp370_192_016.nc\nFri Jun 18 23:19:27 2021: cdo -r -f nc4 -z zip remapbil,r192x144 tas_mon_UKESM1-0-LL_historical+ssp370_r17i1p1f2_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/tas/tas_mon_UKESM1-0-LL-f2_ssp370_r17i1p1f2_192_016.nc\n2019-11-05T18:09:28Z ; CMOR rewrote data to be consistent with CMIP6, CF-1.7 CMIP-6.2 and CF standards.;\n2019-11-05T18:08:55Z MIP Convert v1.2.1, Python v2.7.12, Iris v1.13.0, Numpy v1.13.3, netcdftime v1.4.1.
# ave_region :: lon=   -0.938  359.062, lat=  -90.000   90.000
# averaging anomalies over region lon=   -0.938  359.062, lat=  -90.000   90.000
# tas [K] Near-Surface Air Temperature
 1850   284.6320       284.9333       285.3550       286.4608       287.4514       288.2437       288.8419       288.6809       288.0391       287.0997       285.8482       284.8896    
 1851   284.6935       284.7767       285.5859       286.6052       287.5463       288.2115       288.7506       288.7944       288.1272       287.0707       285.8730       285.0563    
 1852   284.3626       284.5398       285.4589       286.4655       287.3494       288.1011       288.8200       288.7915       288.0440       287.0109       285.7432       284.9841    
 1853   284.5682       284.6680       285.5988       286.4433       287.5514       288.2035       288.7814       288.8921       288.1715       287.1101       285.8890       284.8862    
 1854   284.6247       284.9206       285.5521       286.6761       287.5663       288.2213       288.7148       288.6861       288.0601       287.0709       285.7108       284.7510    
 1855   284.5930       284.7755       285.5011       286.4377       287.4946       288.1874       288.6888       288.7421       288.0012       286.8195       285.8260       284.9937    
 1856   284.7149       284.6917       285.5808       286.4981       287.5655       288.3250       288.9909       288.8813       288.2250       287.2577       286.0402       285.2865    
 1857   284.9026       285.0698       285.8860       286.7289       287.6962       288.4366       288.9476       288.8521       288.2120       287.2121       286.0089       284.9338    
 1858   284.5820       284.8259       285.4887       286.5601       287.4592       288.2040       288.7065       288.7192       288.1049       286.8701       285.8084       284.7082    
 1859   284.4685       284.6050       285.3552       286.5648       287.3571       288.3049       288.8311       288.8222       287.9616       287.0763       286.0615       285.0294    
 1860   284.5623       284.7850       285.4404       286.4449       287.4883       288.3257       288.8203       288.6953       287.9372       286.8858       285.6555       284.5675    
 1861   284.1526       284.4060       285.2559       286.2799       287.3946       288.1321       288.5525       288.5378       287.8356       286.9113       285.6880       284.7789    
 1862   284.4698       284.6701       285.3490       286.2981       287.3067       288.2293       288.7121       288.7587       288.0396       286.9562       286.0348       285.0812    
 1863   284.5567       284.7625       285.6004       286.3996       287.4416       288.1181       288.6406       288.5948       287.8598       286.8328       285.6572       284.9467    
 1864   284.3825       284.4396       285.2150       286.2273       287.1781       288.1017       288.6694       288.4931       287.9111       286.8895       285.7388       284.7960    
 1865   284.2911       284.3356       285.2200       286.3262       287.3275       288.1075       288.5478       288.4417       287.8111       286.9425       285.7131       284.6536    
 1866   284.3222       284.6220       285.1382       286.2189       287.1740       288.2250       288.6586       288.6165       288.1137       286.9433       285.9292       285.1005    
 1867   284.4576       284.6159       285.5056       286.5380       287.4562       288.1606       288.6502       288.5519       287.8894       286.9214       285.6886       284.7771    
 1868   284.3460       284.5462       285.2405       286.4604       287.3866       288.1183       288.4082       288.4867       287.8793       287.0096       285.8811       284.6523    
 1869   284.3352       284.7355       285.2992       286.3888       287.2621       288.0683       288.4907       288.3993       287.8539       287.0742       285.7398       284.8427    
 1870   284.3239       284.5992       285.4156       286.2737       287.1834       288.0773       288.5740       288.5107       287.9338       286.8453       285.6607       284.6263    
 1871   284.1559       284.4841       285.1727       286.3223       287.3590       288.1474       288.6219       288.7418       287.9987       287.0827       285.8835       285.0909    
 1872   284.7372       284.9067       285.7401       286.5829       287.5959       288.2990       288.6867       288.7477       287.9635       287.0486       285.8934       284.7519    
 1873   284.4290       284.5373       285.1984       286.2847       287.3268       288.0826       288.5303       288.5012       287.9671       286.7927       285.7594       285.0067    
 1874   284.4567       284.5063       285.3876       286.3765       287.3429       288.0876       288.5942       288.5401       287.9653       286.8698       285.6769       284.7729    
 1875   284.3617       284.4919       285.1660       286.2582       287.1906       287.9532       288.5077       288.5750       287.9253       286.7655       285.6469       284.5380    
 1876   284.3817       284.6547       285.3065       286.2370       287.1298       287.9854       288.5210       288.3910       287.8791       286.7913       285.6934       284.8632    
 1877   284.3842       284.7043       285.5824       286.5125       287.5424       288.2011       288.8641       288.7745       288.1511       287.2186       286.0890       285.3394    
 1878   284.8258       285.0733       285.8489       286.6507       287.6003       288.2568       288.8478       288.8713       288.1026       287.2001       286.1426       285.0817    
 1879   284.6703       284.7283       285.5594       286.6352       287.6424       288.2738       288.9449       288.8061       288.1895       287.0819       285.7022       284.8974    
 1880   284.5255       284.7534       285.4499       286.7825       287.5841       288.4316       288.8973       288.8090       288.1718       287.1657       286.0719       285.1948    
 1881   284.5513       284.6011       285.6495       286.5196       287.6429       288.2324       288.7691       288.7363       288.1663       287.1486       286.0022       285.0880    
 1882   284.7246       284.9166       285.7090       286.6828       287.5732       288.1768       288.6499       288.5986       287.8304       286.9234       285.9837       284.8080    
 1883   284.5134       284.6933       285.3724       286.3883       287.3329       288.1894       288.6807       288.7105       288.1396       287.1145       285.8558       284.9743    
 1884   284.2348       284.6850       285.3295       286.3717       287.2475       288.0686       288.6135       288.3954       287.7032       286.6423       285.5583       284.7641    
 1885   284.2129       284.4648       285.0655       286.2941       287.0646       288.0083       288.4753       288.3842       287.6721       286.6589       285.4433       284.6648    
 1886   284.2558       284.4746       285.1019       286.1491       287.1696       287.9662       288.5736       288.3827       287.7078       286.7145       285.4268       284.5766    
 1887   284.3935       284.4431       285.2575       286.3422       287.2721       288.0058       288.5262       288.4838       287.7994       286.7718       285.7499       284.7637    
 1888   284.4306       284.6023       285.3315       286.3509       287.4635       288.3631       288.7188       288.5952       288.1192       287.0472       285.8323       284.9559    
 1889   284.5292       284.6935       285.6516       286.5863       287.4051       288.2007       288.7147       288.5720       288.0157       286.9819       285.9137       284.7401    
